6E949,8007B3
VJ226,888136
9W903,800706
MH366,75020A
MI345,76B4F1
HD132,842194
OQ2349,780AF3
AI581,800579
UL364,773600
KC930,48411E
AK170,75043E
XY892,42415F
FD3002,880842
PR507,75823B
3U8527,780733
QR935,06A13B
BY578,4067F5
GK504,84B5AC
A3937,4692D6
TR305,76D24D
9C8785,78080D
SU274,42457E
CZ6963,780377
AK855,750451
CA705,7810B9
CA1233,780527
VN1262,888023
SG611,80074D
CA856,78044E
UO553,780AC1
HY701,507C46
CX859,780AB6
9W371,800547
FD3065,880844
CI279,8990AF
NH745,861FA4
MM35,86D31D
MU205,79A05F
SQ178,76CE97
JL802,861E78
JL310,868DFC
6J74,86CF2B
AI333,8005EC
AK505,75043C
5J626,7582E7
KE918,71BD38
UA827,A1CDD8
BR801,8990DD
MF8571,78120B
9W743,800AFC
MF8075,780F0B
NL121,760989
UK747,800B25
HU771,780817
S71160,42404C
AZ827,4CA85C
AI852,800C08
NH855,86EAEA
KA858,780125
WY241,70C0F7
ZH9033,780E0F
YL101,018086
TK2239,4BA904
JH9002,845B9C
S7777,424420
MF8697,780E48
CA4192,780065
MU5234,780651
CA4513,780609
SL532,883290
UA150,AA7426
JL10,867F8A
UL314,770591
BA2063,405BFC
TG431,885046
TW251,71C253
ET613,040077
KC903,4844B7
UK832,800B71
SV1967,71008C
6E685,800C6A
NH579,86796C
9C8921,7809AD
JL37,8674AC
LY337,73806A
TK604,4BAB22
MU2153,780B38
SV1440,71018C
I51621,800C57
HU7037,780980
GS6531,7810FA
BK2753,7811D2
TW246,71C070
KC895,484356
VN431,888075
CZ3192,780486
SV756,71004D
CI111,8991B0
LO724,48ADA2
9W644,8007C3
DL121,ABDDFF
KE124,71C001
PS374,5082E6
AK5092,7502BC
KN5201,78077C
CZ6403,7805F8
N42487,424374
BL785,888144
JL421,86DD08
ZF2444,4242CD
UL302,770451
MH104,75020E
ZH9791,780667
MU2091,780DE4
QR618,06A098
JL644,861AE4
IT281,89902C
HU7712,7812A2
UK943,800C3C
ER500,7609C1
S730,4240CF
FM817,7806A1
AK5745,75015A
AC61,C0171A
SG130,800B81
5J241,758225
XQ5647,4BCEB5
TR996,76D035
AF267,3949E0
AI634,800C48
CZ6173,780F14
CA1393,780BF8
FD3126,880451
QG5700,8A05D5
MU535,780D94
CZ6228,78109C
MM2,86D251
MU515,79A03E
SQ856,76CDA2
CX450,780173
CZ3121,78036F
NH817,86D98E
CZ6433,79A054
AY42,461F53
TK377,4BAB48
P9402,
JD5531,780FCE
MU2269,780C03
MH4,75044B
FD3236,880C41
SV374,71002A
PR2773,758204
KK1281,4B9686
BR177,8990CC
HY603,507C4C
UL403,77044D
CA1032,780BB7
MH376,750222
QG5602,8A064F
CX469,780190
TK711,4BB1E1
SG946,800AF6
NH847,86EF06
MU525,78119D
OD580,750404
MS850,010145
CA4107,781160
MU5468,780D9C
VJ863,888097
PK300,760918
JH382,841E74
RU486,4243C1
7W7051,50822E
CZ6533,7809F6
BA27,406A34
CZ6977,780F7A
RO168,4A08E6
CX780,780A59
FD588,880843
S71142,4242C0
TG926,885172
D7372,75026B
SQ7833,76CCCF
TG461,88510B
OZ363,71C258
VN611,888027
AY142,461F52
AI171,800732
UA2,A31A2D
CX174,780193
6E797,800719
A3983,4690EC
KK1185,4B9696
CA437,780279
UT356,4249CA
NH210,86E800
JL31,867512
FD582,880841
NH764,86D310
6E287,800603
VJ241,888134
PR216,75823D
DV469,68322C
FZ325,89648C
JL3105,850DAE
SU1275,42437C
NP167,0101C8
MI601,76CD8A
MH2807,750214
PS518,508366
ZH9167,78050D
PN6371,781240
JL723,86E75E
CZ6300,79A01A
KU103,706057
CX785,7801B0
TR700,76BCCA
JL3523,84BB96
NH644,845DAA
AY88,461F4C
AK236,75027D
AK113,75043F
CX520,780A3A
CZ6337,7809FA
EK353,89644B
PN6211,780E9B
ZH9643,78056C
UA136,A43EE8
MM22,86D2B7
CI5885,899112
CX494,780A4A
NS3245,7BB137
AA186,AB1FA7
NH231,86CF16
BA18,406891
BA118,405BFD
CA4250,780703
LN253,018085
VN522,8880E6
G8134,800C69
CZ3112,78036E
WY822,70C0A4
MS852,010144
JL725,86E4DA
NH209,86D9D2
CA929,780BF9
CZ3529,7802F2
HD18,846D0C
HD77,861AFE
FZ333,8962AA
G9563,896372
6E6749,800B93
SU2605,424329
SC4635,780FF6
GF131,89407C
5Y534,A4DCA4
NH956,862204
OD520,75041C
5J975,7582E3
OD605,7502C4
6E266,8005F7
UL307,770452
DR6577,780C10
NH741,85D098
GS7501,780E9D
SV1291,71040E
HY55,507C3F
AI682,800412
KE926,71C211
UL177,77044F
CZ8739,78051F
MH2710,75021F
7C2601,71C206
FM9124,780D2E
TK965,4BAA44
VN226,8880E4
CI189,8991BD
BR1160,8990D3
G8388,8007F7
KA950,780A5A
SG438,800BDE
6E563,80068D
MK747,06002A
NX820,780345
FD3214,880450
U6659,4245AD
AI516,800544
JL8809,86DCE6
9W333,8001CD
HU7061,780FF0
JL407,86E452
G8205,800BB8
KA820,780179
MF8127,780C80
F3101,710127
MF8003,7802A0
MU5106,7804B2
8L881,780DC0
TV9854,780F89
6E95,8007CB
CX718,780A0C
NH824,8621E2
BL212,888044
SQ619,76CE99
CZ6077,780671
SU1562,42423D
NH938,861E92
JH204,84174C
NH216,86E7BC
VJ274,888096
5J149,75816E
9C8754,78082D
QV535,708026
3U8260,7810D3
CA8359,780253
SV9371,4BBC6C
OZ541,71BE35
HU7075,780840
PN6364,780D45
HD83,8745FF
GK104,847C18
GF765,89405D
NH58,86D906
W66407,471F5A
UL189,770588
HU7823,780AE2
S24081,800173
FD625,880458
MH2646,750204
DD7104,881047
JL3,868340
6J24,86CEC5
3U8857,780E4E
SC4096,780742
MH786,750223
CI752,8991B6
U6562,424278
CX506,780A67
AL912,0101C2
BK2852,78044D
NH857,86EE7E
CA1308,78103C
VJ130,888127
UO1850,780AB3
ZF1228,4249D3
MF832,780050
IT211,89902A
CZ3400,7809E8
KC881,48433E
SC4945,781171
NH386,845DEE
BI613,895055
SQ11,76CEF6
UK815,800BD1
FM842,780D54
UB8027,7041C3
7C1154,71C301
CA1433,780275
9W530,8001D1
KE9694,71BD26
9C8659,780DC5
KC981,48448D
AK521,750441
9C8810,780860
HU7241,780D12
CZ340,781030
MF8229,7805D5
UK829,800B26
6E453,800B73
JL9,868012
SV1324,710092
TK703,4BAB2F
G8126,800C7A
6E958,8005DE
CA108,7805A0
SG831,800BDC
NZ99,C8234F
TP1230,4951CE
CZ6925,780FD5
FM9515,78069F
JL773,86D9DA
CZ6998,780376
XJ701,886282
CZ3037,7808C2
R3549,155BCE
JL552,861F00
BC712,86803D
G52865,781064
ET309,040056
9W346,800B15
FT954,0101CB
CI193,8990A8
PC863,4B84B0
HU6149,78058E
TK351,4BAB2C
9W772,80040D
9W70,800B1C
HY512,507C4D
CZ6946,780BD4
CA1383,780298
HX681,780A05
CA143,780E77
OZ1135,71BF54
3U8054,780CE9
VN663,8880D5
FD850,880456
UA166,A47809
CZ303,780B12
SG11,800C2A
I51529,800BE9
8L9746,78101A
MH388,750259
TW672,71C300
G8327,800C34
NH922,862226
HO1132,780B91
7C2001,71C020
MM922,86CF67
CX365,780A0D
DD8306,881042
DK2553,40081B
9H8425,7BB12E
AY1970,461FA0
6E421,800469
HU7875,780D11
6E312,800C40
GA895,8A05AD
KE37,71BA02
AK881,7503E4
6E554,800AF5
TK2237,4BAAAA
CZ6655,780996
CX536,780A8D
MU5150,7803EF
MI774,76CC47
NH250,86750A
DV732,503C71
6E167,800B92
DL180,A0D961
AK183,750413
T5901,60183A
I5715,800C4C
GA898,8A0243
RS741,71C266
CZ3159,7804A8
PO718,A62EE6
FD312,880C46
QV922,70801C
SG497,800BCE
E3856,8838EE
CA4556,7808CA
VJ5344,8880EF
HO1255,780F6B
BR169,8990B3
B7110,899070
G8334,800C77
MI8226,76B4EA
UT560,42425F
TW9325,71C294
AQ1076,781026
KL868,4851B1
GS7545,780C6D
GF704,89405F
SG511,800B80
CZ602,780C75
HD127,8470A0
NH215,86E79A
KE897,71BD86
SC1157,780B08
MU2041,78122B
G9549,896400
9C8976,780CE1
CI909,8991B7
CZ6311,781097
6E205,800688
MU5265,780EBD
NH707,840888
NP141,0101B4
OZ283,71BC20
CZ330,780BA3
TK7079,4BA8C4
NX601,780EC4
G8800,800538
KE902,71BE27
FD3180,880447
PC8200,4B8E41
SL751,883291
TG623,880017
DD7502,881043
PG943,884207
JL434,851914
CZ8689,781099
KE138,71C227
TV9881,780BE0
OD164,750403
CI934,8991B3
RJ32,7404F1
TK7059,4BCC4E
ZH9626,780473
UT574,424904
3U8765,78112B
NH926,84B772
A9936,51404C
BR867,899072
HU7820,7804FB
OZ183,71C267
S24179,80016E
CZ6647,780997
MU2060,780856
ET3808,04008D
AI282,800415
UT350,4248DF
AI494,80053D
9W276,8001CA
JL575,851C20
CA985,780AE6
ZE882,71C023
TK2819,4BAAA9
EU2296,780D6B
6E964,503C61
AK10,750109
AI144,800463
SU1173,424590
HU7270,78097C
EK781,896178
CZ3495,7802A6
CI165,8990B0
6J56,86D237
ZH9723,780041
SQ973,76CE96
HD21,8404F4
AI348,8005F0
MH358,750209
9W263,8007C5
AI806,80047A
JL2163,84B79C
SL824,8832B5
TG643,885104
6E897,800BB7
TR903,76D241
EU2285,7810EE
CZ6919,780B0D
CZ6609,780C3F
SV2347,4BBC65
KU303,70602A
EK345,896303
SV227,71011E
TK7265,4BCC56
FD5423,880852
UK979,800B23
VN227,888092
TK899,4BA913
S7908,42424D
HO1011,7806A5
NH977,84B794
CZ3958,780628
6E441,800C10
CZ3169,7BB0EA
EY150,8962E5
FD509,880859
FD761,880858
KA487,7801A2
WY818,70C0EE
NH8503,86EF62
FD516,880845
TG672,8852A6
BC304,8681AC
MS996,010153
PC1723,4B8E1A
SU1185,424297
9W466,800AFA
9C8820,7812C3
OD184,7503DB
ZH9952,780E12
TK7077,4BA8D0
GA875,8A0536
SC8726,780ED2
SU6198,4245B2
7C1903,71C050
KE2726,71BF65
8L9966,78055F
CZ3270,7802A7
3U8830,780959
SQ671,76CE94
AE1822,899046
KE122,71BE19
JL3513,8518D0
CI602,899000
VN943,8880C0
TG609,8850B5
7G80,841EFE
CA1574,780D89
NX110,780EC2
AA127,AAE1EA
AY102,461F4F
TG668,88002E
JW908,8463B5
PC2831,4B8490
MU5825,781016
VN1200,88808C
FZ70,896335
NL164,7609A4
BR672,89908C
MU2085,7807D5
5P5751,3C097B
UT580,424905
SL737,88328A
MH70,750257
6E916,800B11
FM9220,7811D1
RS701,71C280
TG671,88006E
BI635,89505B
CZ366,78007C
BI513,89502F
9C8840,7810D7
TR155,76BCC8
B8152,780837
GK302,845BE4
JS272,7277A8
6E6373,80071B
SV1320,7100AF
SL399,8832B0
GT1014,780539
DZ6247,78104A
JL2153,84B802
ZF773,42432F
JD5565,781299
JL772,86E496
MU2250,780FE9
ZO4033,736838
6E904,800BA7
NH1863,86E11B
FM9333,7811CE
MU5336,7809BF
9C8525,7812C4
KC952,48435A
JL29,8675BC
CA9611,780AD0
G8395,800C05
FD3242,880C42
DL95,ABAC50
6E389,800756
CA1330,7811A5
5J887,758323
TK7121,4BCC66
6E683,8004B4
IJ1021,84091B
JD5178,780EA0
TK7439,4BA8E6
G8423,800C06
NH1181,863C44
CX163,780A62
I5778,800B8C
KC907,4844BA
MI511,76CC45
MF8056,780F20
9C8965,7807B2
MH182,750220
T5784,601832
JL256,851F4E
PC2099,4B906A
CZ6305,780294
9W2536,8001CE
MS714,0101BA
9C8696,780551
KK1549,4B8684
9C8832,780F04
GK109,84630C
BC172,8681BE
6E879,800718
HU7828,78049E
NH212,869210
CA153,780647
QR943,06A0FC
UA875,A1F557
NH608,86DC90
JL2123,84C5CA
MH172,750221
3U8548,78058A
GA87,8A0451
G8551,800B0B
UA893,A47FD9
AI452,80052B
MU7636,781019
ZH9736,78046A
5Y8510,A5AD44
BL483,88803C
NH289,867570
HU7316,780417
5J930,758329
MF8247,780F0C
7C1101,71C089
VN357,888063
TR899,76BD44
ZH9932,780D66
CA1832,780D2C
RL8554,424311
TK2851,4BAAA5
T5717,60183B
EK802,89620B
MM232,86CE9B
KA728,780A82
5J772,7583A1
RJ723,740738
QR900,06A062
AY99,461F4D
TK7001,4BCC2B
QR8775,06A1A2
CA151,780E78
AI550,8004D6
CZ6350,7809F7
MF8335,780E49
MU5178,780FEE
HY3725,507C45
AI625,800520
CZ6183,780CCD
JL2205,84C29C
HU7208,7806E2
TK121,4BA992
MI361,76CD8F
NH842,86EBD8
XY14,424792
FU6555,780F5A
MU237,79A060
D7551,7503E0
KA876,7801C1
CX110,7801CA
7G18,84C0AA
CA4102,78100B
KA433,78012D
JL92,86D68A
ZH9956,780BEF
NL678,7609CD
JL841,850DD0
RJ623,740732
PR339,75833A
DD3211,88104F
FZ147,896330
9W419,80046C
HD65,841A6C
JL508,868DDA
UA196,A9D62E
BX115,71BF13
AK142,750323
9U578,504E40
SG124,8005D5
WE333,885314
NH91,86785A
JL32,86D5BE
NH590,86D2CC
CX2580,780172
KE776,71C244
KE660,71BF20
SU1167,155BE0
CZ616,78024A
FD3117,880445
PG241,88420E
IX243,8003B3
AY80,461F0C
QR8112,06A0DE
7C1902,71C034
VN582,8880CA
PR502,7583ED
CI119,8990A9
3K534,76AA62
G8720,800C61
9W412,800AF9
NA10,0101B3
UO1370,789207
MM726,86D2FB
EU2236,780EB6
TR157,76BD45
6E854,8007CF
AI3450,8004FE
G8116,800701
PK211,760993
FD651,880449
NH1276,850E59
FZ819,89648F
BL511,888145
EK387,896211
3U8325,780C28
5J703,758226
SU1239,4249B3
7G44,84BD16
NH462,8686EE
BX795,71BF61
CZ3799,7808C5
PK302,760996
AK733,750324
ZA214,70E05B
DL27,ABE56D
JL736,86E4B8
DL7,AB599B
E5314,0101CD
6E726,800B3A
TR101,76BCC1
SL8031,883029
TG649,880018
8L9623,780251
SU1284,424345
JL12,86DD2A
GK155,841EBC
GK383,84B940
JL904,868690
CX475,789201
NH63,8674C6
NH554,86D222
NU42,84183D
FZ53,89637A
IK302,4243F4
KE698,71BF18
9C8663,78067E
TK7149,4BA8E2
VJ961,8880F5
NL705,7609CA
AQ1056,780E8B
JL312,84013F
CZ6981,780B0E
CZ318,780509
CZ6377,78066E
QW9795,780E34
UL187,773644
NH8501,86E488
TK7113,4BCDD9
ZE913,71C058
KE811,71BD68
FM9359,7809B3
CZ8641,780248
SV1231,7100AB
S7503,4242BF
9W433,800C80
GF751,89405C
9C8928,7810FC
8L9706,780567
SV834,71011D
PA211,760481
CZ6361,780AF0
TK7055,4BCC53
SL706,88328F
HU7821,780C47
MU2787,7802B1
ZE631,71C264
MF8345,7800AC
BX411,71C055
LD3332,7801BF
ZH9209,78007A
VJ301,8880AF
CA1986,7808A7
MU5873,7BB073
5J111,75832A
9C8883,78067D
XY613,495174
VJ915,8880CD
FD319,880856
CA1315,78000F
DY7206,47C8DA
CZ6187,780E41
MS43,0100DB
B7795,78073C
LO728,489527
FZ4359,8963AD
MI771,76CC48
LT4303,781118
CA733,780FB4
CA1256,780FDD
OZ3365,71C279
TK7199,4BCDCF
MU5739,780871
TR979,76BCC9
DD7808,881059
AI470,800B44
9W250,800C76
VJ252,88811C
WY212,70C0A2
HU7623,7800A7
MU2859,780F41
PR831,7583A7
CZ6199,781153
J9605,70620A
SV1295,710115
SC1182,780F68
TK2023,4BAA61
GA881,8A0452
IK2594,424266
MU2155,780FED
HX216,780AA6
MF8316,780F21
EY151,896353
CZ3260,780592
VJ811,88813E
6E695,80068C
KQ305,04C149
AA289,AAFBDF
IR810,732443
ZH9021,780CFE
UL129,7705C1
NH11,86800A
AK5205,750106
MU563,781104
AK5109,750463
EK161,896309
NH1173,85D42C
VN228,88808B
VN631,88809C
HU7477,7808E0
FD303,880847
Y7402,424939
5J814,7583A4
CA1313,7810B8
AA183,AAE597
CA4532,781159
AA263,AAF47D
FD376,88084A
IX443,80044A
HX81,780A22
AC11,C023C9
6E782,800B2B
TK713,4BA9DA
EK819,89630E
GF57,89407A
UO870,780AB2
PC825,4BB842
FD330,88044F
CN7170,780687
6E344,800602
SV933,4B8466
CZ644,780BD9
JT2621,8A02EF
PC3017,4BA747
U6652,4242B2
KC851,484355
TW202,71C086
SL783,8832AB
ZE622,71C029
ER520,7609C3
3U8370,781014
AK204,750272
BR191,899063
MU5044,78078F
BC10,868042
CZ6957,78102C
MU5407,780301
8L9848,780E31
PR435,758304
6E599,800BB5
NH325,840C1C
KE130,71BE36
9W629,800C53
JL413,86E474
9C8534,780D4B
CZ3404,781148
Z2775,758233
GK610,846A34
AK838,750288
CI121,8991BF
QR626,06A099
9W519,80065E
6E245,800465
MU5108,78108C
EK397,8960DD
ZE832,71C022
CA4115,7811A3
MF8491,780794
9C8836,781086
SL703,883289
TK115,4BA914
KE880,71C246
3U8511,7808F4
6E6929,800B39
6E377,503C62
NH624,861B86
VN311,88812B
BI4451,895054
W5100,7335A2
AK5104,75010B
BR138,899071
GA871,8A05AE
CZ3537,780644
TK7225,4BA8CB
HU7116,780656
CZ6099,78051B
BY549,406D6F
NH775,8626CC
JL44,8682DA
JL2464,850D8C
TG618,88516D
EK375,89647A
MH2574,75031A
MI751,76B4F0
6E63,800629
MH2661,750237
NH438,862A60
FD358,880444
MU5275,78064E
NH224,868E7C
KE94,71C008
BC173,8681A8
S7555,424957
KA810,7801A3
S57125,70E056
MF8027,7805C2
JL913,86EF68
HO1367,7806E3
JL543,851848
SV3800,4BBC6A
FM9164,7800F6
MF865,7808D5
9W653,800555
LY5087,738062
JL11,86DA1E
I5541,800C1C
3U8992,7804D9
9W414,800754
JD5191,780CF1
NH464,8675B4
CA935,7807CE
TG551,8850B0
LQ667,70E05F
TK2630,4BA8F6
EK408,896113
LJ232,71BD55
AM91,AA9800
2G9788,14F10F
8L821,78101E
JL2006,851580
G8441,8007D0
Y87581,780BDE
6E827,800624
MU9612,780853
IX194,80044D
KC335,4844A5
NH1188,862338
PA230,7609AE
EK17,896192
LO152,48AE82
VN530,888138
8U975,018035
PC786,4B8650
SU1479,424318
IR721,732542
WE688,885310
5P5652,489C07
TK310,4BAAA6
SJ1184,8A0592
LY347,738064
Y87508,7804A1
QR641,06A078
PR454,7582F8
GF69,894075
W5112,7335B2
EK805,896199
CZ3052,78088B
MF8152,780E43
TG614,88516E
6J76,86CF09
SV562,7103F3
BX181,71BF31
MU5289,780FF7
QR8721,06A191
NH376,869278
LY611,738063
KE648,71BD53
BC713,86803A
BC504,868038
AA125,A9E167
6E1202,800B14
6W760,424578
CX830,780A61
MU2105,7803ED
CI103,8991BB
CZ3061,780261
KL462,48418A
PC3060,4BA749
NZ97,C820D2
LY357,738065
CA1487,780254
NH923,861F3C
9W973,8001CF
ZH9442,7802CD
MU272,7804B4
QR959,06A0BE
TK7480,4BA8CA
CA1428,780FDC
NH1861,86E4AD
9W397,80067C
DR6557,780FA2
FM9429,78045C
BR6,8990E0
6E375,800C38
UA872,A2B501
JD5176,780EC6
PG711,8840FA
U69784,4249CC
JD5524,7806BD
NH864,86D288
MU2412,7812A5
GA856,8A0478
VJ8556,8880F4
U65030,424615
SV265,7100BC
CZ6357,7807C1
ZF7728,424989
ZH9655,780013
HO1660,780EE5
KA380,7801C6
UA803,AAD780
MF851,7802E5
CA1877,780BF4
I5789,800BEA
G8245,80052A
EK9867,8963A1
TK2806,4BAA08
OQ2329,780C3B
KC210,484354
U69189,424617
UA38,A2CB13
SG813,80070F
TW278,71C067
BL521,88803B
CX739,780135
TR659,76D249
SQ462,76CE95
KY8340,780DE7
NH796,867D00
NH62,867838
OZ359,71BF36
3U8140,780F31
9C8672,781085
NH223,867FA4
PR2959,758073
VJ825,8880B6
KU206,706026
QZ154,8A02CB
FW15,841F64
AK5746,750111
MU745,780E80
ZE618,71C269
ZH9502,780B23
VJ276,4B9902
CA1860,780524
VN319,8880C6
AA281,AB349F
CA1480,780CBE
TK2454,4BA9AD
AC25,C02EC7
MF823,780B43
SG922,4BD155
TK793,4BAA66
AI604,800C44
MF8350,781208
WE270,885311
FD762,880C45
MU5728,781214
DR6514,7810CA
CZ3097,7809DF
9C8918,781084
ZH9138,7BB12C
MF8073,780EAE
ZH9903,7802CF
VN347,888098
WE281,885313
CX118,780AA5
TK608,4BAAD6
CZ8476,781129
IT304,899029
9W365,8005A3
6E642,80068F
SV784,71004E
JL692,850E36
FM9505,780D55
VJ244,4B9848
9W355,8006FB
DL295,ABDA48
FM9382,780585
BR105,8990CE
CA1420,798035
I51568,800C29
S7545,424956
MU2392,780FF9
Z92040,6831F5
OQ2333,780B8A
CZ6949,780AEE
DY7210,47C5C9
9W303,80015D
PR301,7583EB
AF460,3965AE
HU7874,7808DF
LX161,4B1904
QF61,7C5323
CI7868,899045
MF8314,7806A6
MU5473,7808F0
DV725,503C79
SG479,800BCA
OZ349,71C265
CC8972,78086B
6E502,800717
G9181,8964D9
ZH9842,780BEC
AA27,AB4AE9
VN7375,88809B
OD564,750407
3U8969,7811E1
G8173,800C79
KE716,71BF07
WE131,885301
Z2354,758502
MU2930,7800CE
LH8386,3C70C2
NH377,8687BC
CZ8255,79802B
FM9538,780300
RL7532,424273
EY249,8961E9
KZ192,847517
6J70,86CF91
AC9,C061E9
CZ388,780BCF
UK752,800BAF
6E769,8006E0
PC2743,4BB84D
TK2216,4BAAA7
VN165,88812C
A9695,51408F
I35653,735033
TK813,4BAA90
JL668,85151A
IT237,899028
CA4521,780FB2
TK2220,4BAA6A
CA739,7806FA
LO98,48AE06
TK717,4BB162
BR107,8990B1
BA161,406F77
DZ6301,78123E
FD3130,88044A
BR8,899038
CA1894,780C46
CI904,8991A3
BR852,8990B4
JL659,851BFE
CA412,7805C3
LH1307,3C6487
NH776,868428
PC1911,4B8E03
6E612,800AF1
TK737,4BA993
G8465,800B18
5J5055,758433
UK970,800B6F
EU2251,780353
NH173,868EC0
G8141,800C60
AK24,7503B2
KN5881,781238
SV1511,71040A
Z2943,75833E
AY74,461F4A
EK967,896316
VN512,8880E1
GA883,8A0479
AI460,80052C
CA1481,780491
MM455,86CEDF
TW283,71C098
NH90,86E48D
KE826,71BF28
CZ3617,79A030
VJ139,888140
KC936,4840DE
EK222,896454
Z238,758042
PR903,7583A0
N42486,4242C5
AI671,80047B
CA130,7803F7
BR165,899053
VN502,8880C5
3K515,76AA73
MU512,780611
MU2283,78122E
CZ3793,780E07
AC63,C02ED9
NH927,861EF8
JH211,8413B8
CZ6511,7800A4
FM854,780C17
DD4234,881058
MU5732,780E84
OD1007,7503D8
MM104,86D20D
6J38,86D215
U62970,42429E
SG21,800700
CZ6239,7806FE
IT372,899027
G9556,896466
CA1617,7805EE
AZ809,300065
CI161,8991A2
QU4439,5083C5
I51452,800B40
BG84,702066
CA4172,781158
TG319,885153
JL43,867FF0
6E393,800C11
VJ509,88803F
CA992,7808CB
SQ181,76CF28
KE2708,71BD33
JD5553,780598
AC17,C010A8
KC977,48412D
DV703,503C5C
TK771,4BAA68
SQ31,76CDB2
AK139,750453
IB3321,3420CE
SG422,800407
PC101,4B8E0A
SU1965,4242F1
WY376,70C0C3
GF155,89402D
HX253,780AB1
AI639,8004BD
JL628,861EBC
9W759,80065F
VJ783,888141
N42484,424372
UO601,780AC5
NH576,85DB54
UT498,4249C3
JL567,86EF84
NH982,845DCC
CZ6975,7802E0
VN594,8880B4
CZ3688,780263
TK7107,4BA8D4
EK409,89617A
PC2061,4B8530
HX618,780A5D
8L9780,780EEB
PS778,5083C9
KY8254,780FBB
FZ847,8963B6
CZ6317,7809E6
ZH9633,78031B
MU5292,7805F0
QR233,06A089
6E744,800BAD
VZ940,885961
BR708,8990CD
PK897,7609A7
NV2520,733E09
KE256,71BE17
EK337,89630B
SU5628,4240DC
TG664,885176
NH696,861BA8
KL862,4843F3
MU2902,79A077
CZ3514,7802D7
KA760,780126
AI213,800401
SU1129,4242E2
FD177,880854
EK159,8963E3
HO1286,7802C0
AK882,750286
XJ606,886283
GK350,840CD8
QR221,06A050
J9560,451D87
IK436,4245B0
SG185,8001D9
TK2043,4BA8F9
FM9172,780F96
HO1172,780D91
BR131,89907A
CI7523,8991AA
GF7,89402B
VJ947,8880D9
KA946,780A4D
TK7411,4BCC6C
AK8742,75002C
UO619,780AB4
MI986,76B4E2
BC590,8681B0
NS3312,7809F5
XY605,42417F
DL199,A0F541
NH232,86D266
FZ175,89646B
PC2810,4B906C
UA807,A2A300
SU1138,4242E3
CI157,8991BE
JL45,8682FC
EK787,896215
ZH9059,780EB7
Z27111,758224
OZ222,71BF32
G9514,8963FF
NH177,86EEC2
G9542,8964C6
XY401,424149
Y87537,781092
MU545,7809B8
SV339,710132
5J398,75829D
Q2550,05A05D
JT2630,8A06B5
KE82,71BE14
ZH9973,7807AB
UA32,A31A50
SG473,800BC6
9C8895,78067F
G9145,89642D
WE24,885305
KE951,71BF21
ZA4394,70E059
UA837,A219EA
UT438,424107
MU719,780F46
MF8270,780ACA
MS901,0101B8
SL201,8832AA
G8221,8007B6
MU5305,780B2B
PC2880,4BB846
MU582,780E3B
MU2206,7804B9
AC27,C02EB9
FM9197,7BB085
FZ717,8962BD
SQ997,76CE68
SC1187,780686
ZH9122,7BB129
OZ7123,71BF46
MU7160,780D20
CA453,7804CC
CI171,899051
EK600,896314
KE38,71C011
JL610,8515C4
NS3299,781037
UT536,4249DD
NH253,861BEC
LH719,3C6705
AI509,8004A7
PC2139,4B906D
MU5616,7807D3
CA1557,780B5D
VN1371,88804E
UA89,A9F502
IX685,8003B0
GA143,8A026F
6E939,800BAC
EY102,896461
VN1184,8880B3
7C1602,71BF80
G8272,80051E
LH691,3C648E
8Q47,4BBC81
CZ3655,78099A
NH848,86E888
BR282,89904A
CZ6415,79A045
EY943,896356
LY2371,738061
6E464,8005DF
XY122,42414D
BA6,4007F5
9W336,8001D3
FM833,780C62
VN341,8880AD
WZ258,42426F
TG242,8850AE
MU507,78108D
CA197,780101
EY229,896325
3U8695,780B88
UA7,AA4440
EY239,896255
MH2621,750216
JL374,851BBA
QR265,06A092
CA1404,7807CB
ZE602,71C292
MF8436,780793
CA1567,780492
UA35,A2A2E6
NH678,85CD04
UA896,AAD3C9
PC8180,4BB84C
6E321,800C36
UB20,7041C2
MU5505,780EBB
9C8573,78121E
PC7336,4B8E13
CZ6688,7805F7
BR181,89906E
CX134,780A9B
3U8962,780310
CI702,8991B8
RJ705,740821
PA877,761488
MU5109,7808E6
VN414,88805A
JL2504,8518AE
CZ3702,780F12
9C8565,780C06
BL160,888045
PC2575,4BB84B
TK337,4BAA72
UA881,A1D18F
ZH9701,780319
PC2797,4B8E01
JL7,86E430
QR231,06A088
3U8953,780E52
HU7148,78129F
CZ6345,780769
9W735,8005A2
MF8362,780F59
CZ3116,780B13
3U8703,781013
NH252,86D594
JL646,862D72
SU6102,424246
QR1397,06A0C1
JT2619,8A03F7
TG561,880046
SV380,7100BA
KE250,71C251
CX3259,780217
JW913,842350
I5535,800C83
HU7091,780DD5
JL717,86DCA2
HU7065,780E2C
HU7887,780AE3
QR8604,06A1A1
LH715,3C6704
GF153,89402E
XQ9192,4BCCB0
Z21265,758330
EK415,8960E6
DR5312,780FA3
SV1682,71008D
9H8366,7BB12F
3U8918,780C2C
LX257,4B187C
SC4975,780891
3U8913,7805EA
NH1208,86D986
SU1642,424352
LJ238,71C013
KC972,48433C
JL554,862DB6
YK741,601100
CZ3560,780C77
KC932,48433A
JW873,840DD8
FM9304,7BE011
SQ878,76CE8F
SV35,710110
VJ275,8880C1
CA9606,798037
UA888,A1C82A
6E186,800BBF
JL805,850DF2
ZF9644,424324
MU5182,781105
GF182,89405E
TG202,880050
NH555,86E466
