TK160,4BA9CD
G8287,80051E
SQ401,76CE2E
6E438,800625
NH3718,86CE81
FD3207,88044A
TG434,885153
TK961,4BA905
CA409,7806DE
EK111,89630B
PR330,758303
KA214,780A93
KU117,70605B
MF817,780B40
6E203,8005F7
VN604,888090
3U8099,780B69
DP164,4243E9
CZ3761,7802F6
MH2634,7502B2
UT557,4242AD
6E1704,800628
QR653,06A042
VJ842,888040
CX581,7801B7
MM136,86CEDF
QW9837,7802B3
FZ264,8963AE
JW921,846B34
HU7355,7812E4
RU365,42431A
EK229,89617B
FM9188,78079E
PC2861,4B842F
OD663,7502C4
5B831,70E051
JL556,862DB6
EK9943,8963A2
CA9618,780B5D
CA4420,78027B
CA982,780D2B
FD304,880847
HX673,780A8F
U62831,4242FD
TK7061,4BCC4A
FD3021,880851
PK340,760999
JL942,861F88
KA951,780125
JL3114,851580
UT745,4242AF
SG22,800700
6E414,80051B
D71,7503E2
HU7509,78129D
GF183,894076
MF8044,781194
FZ875,8962B8
NL792,7609CE
SQ421,76CDA4
EK703,8963EE
NH924,861EF8
CZ3160,780370
MU2775,780722
HU7161,780462
JD5221,780B6E
FD3108,880445
CA1463,780BFB
IX184,800395
PC2083,4B906C
NX108,78033F
GK7902,840944
FD3107,880C42
U67029,424928
Y97187,742835
PC2571,4B8E13
SV829,710120
UO1585,780ABF
NH470,8674E8
SL990,883296
G9146,896400
EU2281,780EB4
8L9985,78101C
UK983,800BB0
SM451,010194
IG3257,4CA591
CZ3162,78008A
TK865,4BAA76
HU7968,780DBE
CZ3940,7BB106
T5818,601833
MF875,780683
CZ3538,780747
CA635,780632
HD79,841A6C
CZ3607,7809F7
HD29,8745FF
SQ872,76CEC2
PC2733,4B8E0B
VJ5270,88813C
SC4838,780741
TK7129,4BA8CF
W62325,471F78
S7891,4248DB
JL325,86EF88
GF3,89402C
CI832,8991B8
TR635,76D243
3U8252,78030F
AK5643,75027D
HU7969,78105A
FM855,78045B
CA196,780639
9W608,8007C2
BI736,895079
HU7319,7808A0
IR660,7324A5
SU1859,4249B3
FZ524,8964D2
QD931,70E050
QU4832,5082CB
NH1261,85E27C
CZ3028,780770
TG638,885041
HU7027,780FF0
BC18,8681B3
G9522,89642E
TK6484,4BA893
CA112,7808A9
BC720,86803D
TW278,71C070
NH71,8686AA
TK2247,4BA902
MU712,780D23
IR718,732443
MH38,750260
I5798,800B40
KE735,71C026
PC2121,4BB84C
PR654,758308
MH171,75020F
KL896,484416
BR6085,8990C1
SV3710,4BBC67
CZ3062,7805CC
WY2670,70C0C7
MF8442,7806ED
JL320,86EF6A
CX539,780A98
CZ3999,780DB0
GS7917,780D32
S7556,424956
PC2431,4B8E0A
HO1136,780CC2
CA182,780DFE
QR1342,06A089
JL921,8686B2
6E787,80054E
I5767,800C1C
EK362,8963E9
PR408,75833C
SV1026,7103D9
FV5872,4CA8C1
MF8471,780B65
JL650,861EDE
MF821,780E4B
6E252,800466
CA1291,7812DF
9W815,800C80
NH328,85DB54
VN1202,888054
HX9071,780A1E
BK2955,78127B
KZ208,846333
MF808,780C7F
JL2157,84C2BE
MU5651,78078C
JD5688,780FA6
UA871,A1C82A
VJ492,5110D4
9C8561,7809AC
JD5535,7804D5
CZ8658,7802A9
PR432,758309
U6277,42496C
5J40,758329
NH870,86D9B0
NH1428,86789E
UB8028,7041C3
SU1435,424332
U69159,424617
JL3538,84C302
CZ6312,781099
HO1210,7811D7
CA4313,7808A5
G8144,800C60
CZ6159,7802DF
MU2340,7804B1
6E496,8007B3
EK719,896212
HO1313,780500
LY315,7380C0
CZ6330,780AF4
CA4112,780279
TK7601,4BCC29
AY1961,461F9C
NH1211,841344
KE23,71C042
TK794,4BA9A9
VJ141,88813F
9W613,8007F2
EY317,8964C3
KA811,780128
J28852,60084F
SG164,800BDE
EK406,89639D
TK7331,4BCC6C
TV9866,780BE0
ED1168,505D18
SV1585,710138
IJ1012,84091B
GF43,894059
U6153,4249CC
PC2815,4BB84A
LH781,3C64F5
CZ6078,781120
SV201,710070
JL2174,84C2E0
SU6101,4248E4
9W116,8007D9
TK2842,4BAAAA
PX8,89806E
6E3646,800BAC
VZ134,885964
CA1394,7809AA
KN5210,780055
JD5747,780969
NH710,85C970
MS914,010145
LT4304,781118
OD572,7502D8
WE689,88530F
MU2207,79A020
CI108,8991BC
GA862,8A02D3
6E5062,80071A
CX467,7801C8
BR102,89904C
TK870,4BA93A
ZE615,71C036
U62697,424615
HU7069,78000A
NS3262,780901
SU1139,424944
BR160,8990CE
NR123,742830
WE291,88530D
NH263,86750A
6E575,8005DF
G8237,800BB8
QR1399,06A024
8D9133,77170D
NA23,010140
BL484,88803C
CX94,780A3D
CA115,7805B0
CZ6291,780889
AI215,8003E6
GK117,841794
CZ6469,7806FC
SU6143,42457A
NH260,86E11B
SU1370,155BE2
AK534,750109
5J990,7583D1
MS681,0100A7
MH73,750257
NH627,86D986
F3142,71012A
3V807,4408FD
SU6627,400155
U62813,424926
CA1515,78103F
AI780,800BFB
MU5259,780FE7
JL1,868034
SU6111,42457B
PK363,760981
UL503,770591
Z21265,75833E
AK825,750322
TK1480,4BA994
T5461,601834
U62954,424562
PC7031,4B8670
SQ494,76CDC1
TR115,76D24E
NS3301,7808D4
CA4441,7802D4
EK640,8963DC
S7881,42424D
YE5012,508340
SU6151,4243D4
WE334,885314
KL888,484002
UA201,A1CDD8
NH176,869254
PC3200,4BA74A
9C8959,780C06
3U8720,780073
OD163,750407
HU7279,7806E1
8Q80,4BBC4B
TG613,8850B0
SU1134,42498A
UO566,780A92
SV167,71007C
CZ8627,7BB0E9
IR657,7324A6
9W60,8005A2
S7157,4243CB
MF8207,7808D0
LY7,738072
UQ2520,780458
9W703,800C53
JD471,781095
3U8886,78058A
EK434,89618A
BR716,8990E6
QF19,7C1475
SC4848,780AD3
HX772,780A1F
DE353,3C49E8
AK6455,750272
AI937,80051F
NH1862,86E0F8
SC4928,780DEB
KE713,71BF06
ZH9779,780E69
CZ3449,780086
GK614,8466A0
CA1362,7808AC
SU6120,4245B2
LJ648,71BD67
NP110,010117
MU589,781100
AQ1039,780D01
9W533,8005A3
HY443,400187
FX5015,AC3C0E
6E911,800BAD
PG710,884204
CA1975,7803F5
CZ3104,780737
CA454,7804CC
S24383,80016D
CA438,780277
NH874,861E70
PK756,76099A
KY8365,780FBB
7G86,84BD16
9W260,800556
EK778,896307
EK308,8963ED
HO1150,780CC5
SV2051,4CC3EC
PC2553,4B8E12
CX531,7801C9
G8151,8007F7
KE2709,71BD33
XJ709,886285
IT505,899026
GF171,894074
MU2449,780C04
OD1014,750406
GA876,8A028F
CX549,780213
AK869,750464
DV720,341658
CZ6501,7802EF
6E96,800623
PK701,7608EC
KA381,780A81
6E202,80071C
CV730,4D0107
U6741,424278
MU204,79A012
AK5131,750467
CA1973,780783
3U8532,780467
ZH9923,780F75
AI669,800BD4
JL98,862D0C
CZ6368,79A045
9W421,800BBC
JW954,841FBC
HY762,507C3D
CZ3552,7809FC
3V52,44D102
MU5115,780D92
UO1844,780AC4
GA980,8A0579
MF8449,780F21
FD3170,880455
BR196,89904A
SQ609,76CE63
QR1129,06A1B9
MS610,01010C
FM9115,780C61
VN503,88808C
KC937,4850A7
TG435,885225
3U8957,78107B
RS711,71C255
SG106,800BCD
7C1383,71C051
7W4052,50822E
TG669,88002D
MF8226,780F1F
UT809,424905
HX661,780A9E
SV841,710130
FD552,88084A
PR306,75833A
AZ785,4CA633
UT787,4249CA
NH962,8694D8
SU1604,4249B2
WY904,70C0B9
J9356,451D87
BR120,89906E
ZH9294,78046A
FD3071,88084F
NH70,86785A
UA876,AAAC4A
JD5665,780D46
TK2682,4BA903
KU101,70605E
ZH9608,78007A
FZ813,8962C1
HU482,7811F9
G9209,8963BF
9W610,80065E
UT873,4249E0
J9561,70620A
3U8840,780CEE
7C2002,71BA13
3U8617,780958
JD5145,780FCC
MS737,0100DB
CZ8426,79A019
WE274,885310
TK2675,4BA8F0
DL129,A0F51E
EK370,896319
EK820,89620E
CA4311,780CBB
BL528,888144
JL523,8400FB
UT367,4248DF
GK186,84B5AC
JL912,86EF84
UK993,800BD2
TK7621,4BA8C5
CX870,780A66
PC8621,4B8490
8L9657,78101D
9W351,800C81
ZH9511,78056E
CA4333,780352
VN531,8880E7
CA416,780065
U6109,424927
EK972,89611C
NH667,8682F4
CZ3244,780917
DM2723,508381
HX657,780A5D
MF804,780D75
SV1444,7100A7
D7505,7502CD
MU2310,780107
AI410,80052C
MH731,750236
MU5267,780F49
FD356,880C41
KC980,48448D
PC2381,4B8E0C
JL240,850E58
I36617,735024
FZ718,896331
SV885,71005E
U6781,424931
PA212,761487
FM9334,7806A1
HU7030,780D2F
ZH9489,780569
D79787,7501E9
RJ517,740733
MI518,76CD90
GK63,845F78
KE682,71C276
VJ3346,888142
VN243,8880E6
PG248,88420B
UK998,800B25
9U174,504E44
RS754,71C266
6E64,80064B
PR436,758404
OZ3615,71BF40
TK7137,4BCDCF
W51094,7335CB
AI3787,800B63
QR133,06A153
6W766,424578
MU2859,780291
AI429,80057B
HX312,780AB0
NZ288,C820D2
S7875,424130
TK2016,4BAACF
KE627,71C275
TK707,4BA92D
DZ6232,780E64
KE693,71C009
SV755,7100BC
HX254,78920F
HU7786,780DC1
RJ125,74072E
KE633,71BD87
6E38,8007DD
CZ3687,780290
ZH9239,780B21
5J774,758070
S24057,80016E
CA1357,78009B
CA8247,7800A1
SV719,710063
HX217,780A46
MU5815,780559
MU5167,7803ED
MF8070,7808D6
CA1459,780254
NS3517,7810F5
9W647,800506
MI753,76B441
GK407,845BE4
ST2090,3C09DC
VN385,888138
HD121,842194
SV631,710088
CZ8466,78010B
9W536,8001CD
T5902,60183A
PK283,760982
MS757,0101B7
HD73,8404F4
FZ222,8962AA
CA4275,780830
UT373,42493D
KE2727,71BF66
FD589,880848
UT575,4249DD
9C8549,780AD9
3U8542,781013
G9385,896413
FZ56,896332
CA1417,7806F9
SU1854,4243F0
TR610,76D031
TK7091,4BCC52
ZF5522,42425A
VS401,4067D6
SU1305,424317
MF8079,780478
BF701,39C494
FM9251,780F85
FD764,88084E
JL614,850E9C
NX197,780344
SV263,71018A
AK186,750441
CZ3189,7804A9
SU2072,42428D
KN5891,7811B4
QR8961,06A1E8
GK156,84715C
7L222,4243FA
F3104,710129
CZ355,7805F6
IG3251,300284
CA1323,780631
NL724,76098A
I51565,800C4C
CX521,780221
AI921,800C48
QR648,06A08D
J2808,600803
G9205,896382
AK6355,7501E4
AK9416,750436
3Z7604,505E67
ER550,7609C1
SV1114,710132
I51426,800C29
VJ942,8880F5
BC594,8681A8
NH265,86D2CC
HU7801,780D65
CA1319,780E78
NH936,861EB4
FZ687,8963B2
IT2259,89902C
IT322,89902D
AK1574,75033B
EK209,896119
9W340,800AFB
SV1547,71008C
HU7265,7811F0
SV738,710047
FR2005,4CA891
CI754,899128
D7373,7503AA
DJ9,8408CC
U6526,4242B3
HX693,780A5E
MU565,78122F
MH2640,750202
OZ751,71C282
KC896,484356
MF8282,7805D5
HD31,845EBC
NH628,845DCC
MB6122,4BB465
KA761,780A41
MS877,01010A
S73289,42455B
CA421,7805B1
UT399,4249C9
FD3006,880C44
TG619,885179
PR507,758340
AK513,75013F
CZ6358,7802EE
PS775,508302
AI502,800BE7
CA969,7811A4
D7537,7500C8
JL2187,84B79C
CZ3212,780AF1
CZ3170,7BB0EA
7C1801,71BF80
HU6240,780656
UL866,77058E
NH1748,861C10
MU5747,780724
MH367,750280
VN1560,8880C0
CZ6406,780378
CZ6900,780C3D
KY8316,78118E
3U8967,780C2C
KU155,70604E
AI113,8005EF
BR137,8990B3
BR202,89900E
JL696,85155E
QZ256,8A0442
TK5267,4BA88D
ZF7744,4243F8
TR386,76D24C
UL183,773645
8Q30,4BBDD3
SC1158,78047D
CX171,780AB7
CZ6926,780FD5
SV9366,4BBC6B
6E323,800629
G8558,8007D0
SC8823,7806EA
CO713,4C8064
CA1316,780010
I5784,800B43
6E6939,800C72
XW886,886041
JL916,862D94
MU2341,781229
3U8930,780733
TK6961,4BB1E5
CZ6727,780625
FX9817,A7BF58
MI985,76B4F1
ZH9639,7BB12C
S73317,424583
MU5575,780C9F
AI501,800BE6
HU7879,780E2E
AI626,8004A7
AK5212,7503F6
8M338,704946
NH3792,86CF09
TK2643,4BAA6B
CZ6457,78088C
SU1159,424348
FM9167,7802C9
MS902,0101BD
Z239,75847A
CZ3549,78046D
PG285,884202
TG660,88003A
XY202,4241B0
DV729,503C5B
VN7561,888062
HU7111,7BE012
G8223,8007B6
ME502,748050
NH737,862DF4
7R814,424A02
JL2179,84C214
CO378,4C8060
AI308,800741
CA9511,780AE6
SG171,800638
SV1028,710105
PR1817,7580B2
SU5608,400150
CZ3255,78036E
MU2571,78064F
SU1154,424592
CA1407,7812CF
SL714,883295
DR6530,780FA3
KU798,706028
CA778,780F1C
LH713,3C4AD8
J29104,424382
MU2363,780C4C
TK2632,4BAA46
EY302,8963AA
9W2530,800C54
PC4706,4B8C6A
HU7947,780DBC
UL868,77058D
DD8718,881054
MU2354,7807D6
TR307,76D249
FX6091,A0105B
MF8142,7802E6
SQ633,76CDA1
BR156,899049
7C1306,71C234
VJ5258,888134
FZ343,89648D
PC1884,4B8E16
VN246,888081
NH262,86837C
UO1013,789207
KA902,7801AD
JL376,851BBA
NH803,86D244
CA4105,780CB6
ZH9384,78056A
PK284,760983
AI1543,800589
PN6391,78068E
NH3760,86CF91
HD67,846250
JL822,8511EC
SJ1167,8A0592
HY621,400188
FZ821,896330
9W267,8007C1
NH88,861B86
TK379,4BAACC
PK787,760917
3U8776,780070
BC521,86803E
LY30,7380AC
XQ7615,4BCDE3
FD3007,880453
9C8935,7808CD
6E708,800C7B
AK5596,75015B
HX9366,780A13
HO1336,7804E6
Y97120,742834
UT249,424904
CX199,780AC8
BC723,8681B7
KE9463,71BD26
5J952,7583A5
DP190,4245A9
SV758,71005D
NH3729,86D237
MU5414,780EBB
3U8812,780F34
ZH9674,781007
6E168,800C12
CA161,780ACC
UO1370,789205
PC8260,4B86D0
CA740,78064B
VJ5306,88803F
AI695,800BFA
TV9938,7811DC
TK2646,4BA8EF
SQ976,76CE82
MF8097,780F58
JL3115,8514F8
ZH9577,780475
CZ6408,780BD6
SL711,8832AA
TK2658,4BA8F9
HU7869,780EFC
EK871,896110
NO259,30019C
CA8942,78092E
MU2887,780456
FZ216,8963B3
EK424,89620A
KA634,7801D4
9C8660,780928
PC2750,4BB841
9W2847,800B1D
BL789,888147
MH389,750259
U6894,4249CD
Z2613,758233
BA198,4007F5
CA4383,780703
MU5709,7812F5
ME311,748020
SU1102,42437C
3U8093,780E4D
MU278,780B79
TK7083,4BCC46
UL127,7705C5
G8468,800701
9W272,800AFA
CA459,780ACF
FD408,880845
CZ6896,780776
CA724,780020
9W541,8001CF
FD3244,880C45
I36602,73502E
SU1167,155BE5
AI418,800B61
MF8262,7807A3
AI471,800011
6E3175,800688
SU1831,155BB6
NH73,86754E
CZ6362,7805AB
F3105,710127
ET602,040132
Y87532,780090
WY812,70C0DD
SC8844,780295
KU304,706026
CZ6467,780B9F
OZ113,71BF47
FD3026,880C43
FZ5155,8963B7
PC2531,4B8510
JL672,850DAE
BR216,899032
AI407,800544
SC4681,780664
CA1365,7812E1
CZ6392,780BD2
G9338,896496
FZ176,89648B
TK2649,4BAAAB
G9126,8964C6
MU551,780D9F
QF107,7C5321
CX654,780133
RS522,71C281
UL303,77058C
EK942,89610D
WE302,885303
AK840,750288
CZ3503,78070A
UL190,7705C2
SJ1191,8A052D
HX610,780A12
DD6650,881057
MF871,780CDC
ZH9060,780E12
IA113,728669
EU2291,7810EE
QF117,7C4927
TK7047,4BA8D2
JL914,86EF69
EK806,896459
BL522,8880CB
MU2111,7809BE
NH109,869210
SC8756,780DED
8U972,01802F
QR954,06A0A6
HU7298,780B5F
S71026,424250
CZ6666,78102F
UA6,AA9300
FM9549,780300
CZ683,780BD8
HU7689,780DCF
TK2460,4BAA41
TK311,4BAA13
AK885,750413
TK2670,4BAA08
QR8695,06A191
CA4248,780782
ZE511,71C231
Z258,758042
HU7209,7806B5
SG942,8006FC
G91683,89642D
7C1354,71C063
AI301,800740
PR501,758302
JH9795,845F30
YC892,4242A0
TR605,76D241
OD574,750400
MU7371,781234
AK116,75043C
HU7867,780421
ET506,040046
BI4627,89502F
3U8848,780677
TR373,76D152
3K594,76AA66
ZA245,E47E75
7C2902,71C020
HU7032,780738
MF8698,780CDE
KU541,706050
PC2131,4BB849
CZ6091,780862
TK7401,4BA8C4
UL315,773800
9W740,800B95
SU1273,42458B
XY614,495174
HU7877,F80DD6
QR896,06A137
MU5349,780E3A
JL518,86EF89
PC3060,4BA74B
3U8145,780C29
JL520,851186
KE129,71BE42
EU2765,780EB6
CZ3602,78066F
MU5142,780557
CA1984,78115A
OZ761,71C258
EY334,896429
BK2754,7800CF
3U8895,781078
NH6,868E9E
EK31,8963E7
MU5117,780CAA
KA834,780A7D
AK541,750323
KC132,48412D
CA1844,780320
AK857,7503EC
6E913,800C1F
ER541,7609C3
AI544,800BF9
KE671,71BE33
UT485,A10A94
TG414,880017
SV747,71004A
GS7946,7810FB
CZ3444,7800A9
FM9531,780F96
NH963,86CF5A
S7262,424286
XY580,424792
CA1512,780099
6E522,800C6A
ZH9975,7807AF
UT824,424107
NH770,86D310
9C8744,780713
QB1250,731A29
CX500,78018D
SV897,710052
NL721,7609AA
MF8431,7812BF
AI236,80057C
I5128,800B09
TK7522,4BA8E2
MU5737,780BAD
KN5932,7806A0
S71148,424559
VN1576,88808F
AK5749,7500DD
KC878,484129
S24345,800607
BI614,895054
PR2544,758203
CX472,780A58
CA4109,78068C
ZH9593,78071A
UL231,77044E
MM526,86CF23
XQ9114,4BCCB5
MU9708,780606
7C5101,71BF79
CO540,4C8063
VN248,8880E4
HU7857,780840
MU7389,780669
SU2801,155C0F
FM845,7803E6
CZ6200,781152
5J787,75816D
GT1073,7812D2
PC3081,4B8E19
HU7440,780FFF
KK46,4B8686
MU505,7809B8
SL741,8832AC
NH810,862204
NH8492,86D9AE
BC769,8681BD
IX384,8003B3
OZ192,71BD07
CA1804,78115F
MU2154,780EBF
KA213,780186
SV567,71040C
TK2592,4BAA0F
MF810,780050
PG945,8840F4
BL796,888148
XQ7113,4BCDE8
VJ144,4B9848
LJ40,71BD63
CA1401,780FDC
TK2828,4BAA75
JW826,845CE4
TO3330,3964EE
CZ6251,781151
JL327,868DDA
SU2090,4243E2
TG624,88001D
MI654,76B4E9
MU5781,780650
MM725,86D2FB
QR445,06A1C5
CZ6885,780FD7
JH357,8413B8
MU5495,78069D
9C8553,78080E
3U8208,7803E4
KA893,78012D
XJ610,886281
MU743,7804B4
ZH9109,78056D
LJ51,71C013
J9778,70620F
IG821,3C6649
PC2591,4BB84E
JH367,841E74
VN247,888129
AK143,7503B2
N4188,424371
CZ6484,78010F
DP112,4243CA
CI56,899000
CV792,4D012C
MF8304,78057C
TK785,4BA9CB
MU5118,780DE2
TK1474,4BAA0B
BC308,8681AA
VN7125,888098
4B6455,14FA20
JL923,862CC8
SV1510,710081
AI382,800C42
CZ6593,78046C
ET879,040104
ZH9210,7804F3
MU5742,780DB9
IX247,8003F2
NH111,868E7C
CA1969,7808A7
SV947,4B846D
MS912,01015C
VN249,8880DF
MH377,750223
CI186,8991B5
PC1919,4B85B0
PN6338,780C0F
AI121,800736
E5337,0101CD
G8155,800BB9
3U8366,78067A
J9482,70620E
CZ3734,780265
OZ340,71BF92
ET641,040088
CZ8356,780861
NH1277,85203D
S7697,424171
IA118,728675
HA821,A48E9E
CZ6259,780670
SU5623,400160
FZ710,896379
5J971,75832A
FM9237,7803E7
XQ9440,4BCCBA
MH2607,750229
JL324,851CEC
JL634,861B28
UO871,780AB3
IJ623,840CAF
JL438,851F4E
VN252,8880F6
S7897,424549
DP853,42436A
KC301,48433C
CI919,899125
WE134,885301
AK130,75043F
AC62,C01753
WE275,88530C
ZH9692,780303
FD3434,880859
CZ6366,780C79
CX925,7801CA
VN523,8880E5
HY501,507C46
5N531,424061
SQ461,76CE94
FZ575,89648E
TR302,76D033
6E596,800B77
SG467,800BCA
NX161,780EC3
FZ711,896376
CA1348,7807CC
SL812,883293
MU2006,78069B
MU2003,780E80
BC518,8681BA
S71126,42404D
Y97125,73306E
IA128,728672
S71164,424048
6E292,800BDF
JW304,841C28
MU2951,780720
LO167,48AE82
MH359,7502B1
CA1254,7812DE
CZ6543,7800B2
G8158,800C7A
TK7071,4BA8E6
GF71,894075
FZ339,89648F
9C8518,7810FC
HU7306,780E2B
FZ707,8962BA
PA402,7609B7
TR687,76D036
EW177,3C15C2
CA1409,780022
W67690,471F81
3U8182,7806A9
TK7316,4BCC56
9C8967,781086
CZ6174,780081
HO1388,780882
TK687,4BA90D
WZ307,42426F
UL406,770452
5J118,75836B
FT3049,010199
FZ335,89637A
3U8937,7808F4
GS7527,780C6E
IX193,80044D
GF204,89405D
FU6600,780F5A
JH149,840568
NX1,780D4A
6E6468,80068B
TK691,4BAA84
XY502,4241EB
CX701,7801CC
DP173,4245A3
MU2008,7802A3
JL589,851CA8
TW272,71C024
SU1637,424312
TK7203,4BCC45
HA457,A43FA0
GY7144,7810A6
9W352,8000FE
ZF8524,4242CD
NH815,86CE6C
3U8743,78112B
CZ3033,780DAD
XQ180,4BCDE4
9C8884,7807B1
6E1711,800AF1
SQ861,76CDB3
SQ833,76CD67
CA1865,7808C7
FD504,880849
AI332,800734
LY2,738071
MI608,76CD8C
NH933,862248
MU5603,78122C
FD1031,880449
G8702,800C79
9W413,8001D0
RJ127,740735
NH441,85D7C0
5X4,A27ABD
TG673,8852A6
HO1211,7806A5
5X109,A411D3
FM9521,780D93
CZ6184,780DB1
RA201,70AFB7
IT606,899029
UL195,773644
SC4077,780575
PC3707,4B8533
PC2085,4BB845
SU1759,424297
9W972,8001CA
SC4675,780D5A
G9377,89633B
KY8216,780BFD
CA926,780C44
BC509,868038
SU1860,4242E0
CX735,780A5C
DD7507,88105A
BR870,8990DD
KA729,780A7F
HX619,780A9F
6E492,800C0F
G8131,800C61
MI756,76CD91
SU6356,424245
IY507,890021
TK2253,4BAA14
MH175,750209
HY604,507C4B
AK1725,750239
HU7051,780DBD
IA245,728642
6E423,800C39
PR353,75823E
CZ6553,780C3F
FD524,88084C
QR304,06A03E
W63258,471F58
6E275,800BC4
PS287,508232
SU526,424345
NH557,862338
SK996,45AC49
CA4153,780ACE
RL8598,424341
KA379,780A40
JL545,851C20
IX141,8003F3
AK239,750147
AZ815,4CA790
BR722,899080
UA33,A2A3D2
IX166,800B9B
6E569,800601
BR871,8990CB
6E176,800717
MS640,010162
8L9558,780EEB
3U8730,7811E3
MF8451,780ACA
CX3281,780A70
KE614,71BE30
KE818,71BF19
TK7300,4BA8D5
BC794,86803B
6E249,800BB6
CA1387,780FDF
DP156,42436B
G8404,800B0B
BI54,89505A
KA947,780179
8L9613,78101A
G9174,896411
CZ6232,7BB107
SU1188,155C12
VJ140,888135
VN507,8880CA
TK7219,4BCC50
W5113,7335CF
ZH9721,78083A
N4362,424370
KC345,48411F
HU7728,7800DA
FM9185,7812FE
CX635,7801DC
NH700,861B42
VN675,88809E
JL62,86831E
KK1500,4B844C
AI677,800C4A
HX21,780A05
GS7526,780B32
HU7782,78129E
W64428,471F69
TG678,887802
JD479,780FCA
JL26,867556
BK2870,780E01
VN681,8880AB
9C8741,7811B1
SC1171,780578
BL585,888146
AF253,3965B1
MU2305,79A036
CZ8295,78036D
HU7609,781060
VJ876,8880D8
PC3641,4B8432
7C2462,71C090
CA1301,7811A3
CA159,780608
ZH9733,780E0D
9W249,8001CC
JL525,868DFC
BC156,8681BE
HU7247,78089F
HU7025,780B1A
MU238,780CA1
JL22,86DA40
ZH9625,780437
EK378,896215
KA896,780239
GF188,89405E
MU5668,780D1C
MU9635,780F97
MF8519,78102A
G9185,896372
CZ6650,780629
ZH9213,780BF0
7G15,841442
IA139,728668
KE1,71BD51
QR457,06A1C4
HX609,780AAE
SL8022,88328A
EK237,89644D
JL789,867512
EK448,89639F
SQ406,76CD68
BR190,899063
JL25,86D68A
DZ6300,7810D1
EK9753,89616E
Z92006,6831F5
HO1050,781055
5J629,75829C
FZ857,8962BF
6E6064,800BB5
VS301,406ECC
NU63,840659
AK886,750457
SC4678,78040C
CX41,78021C
EU2742,781024
FM9215,780483
UH251,4B9696
W560,733588
JL66,86D952
CI106,8991A9
VJ139,888128
NH983,86CFA0
SU1547,42437B
9W728,8001D3
JL484,8518F2
6E215,800B59
TK302,4BAA4B
CA4221,7808A6
NH596,86D222
JW604,8463B5
IA223,728644
OD606,7502C2
PC2711,4B9063
MU2648,7807D1
KA691,7801C6
UO626,780AC6
AK5304,7503C4
FU6632,780B99
HU7981,7800E8
CA4165,7810BA
DV714,6831D3
OZ173,71C060
GK515,8474F0
ZE624,71C029
FM9559,78065A
TK7050,4BCC53
CI116,8991AA
GA857,8A05AB
HU7634,7812A1
VJ131,8880DC
NS3239,781036
DL181,A0DD18
SV1736,7100B2
A3912,4692C8
AE1841,8991A6
NH638,85DEE8
UL281,77058A
9C8846,780714
JL557,86EF8A
UK735,800BD1
PG268,8840F6
CZ3038,7802A7
U69875,4245AD
QR701,06A2B0
TV9828,7806DA
SU275,42457E
HH7274,735043
FX14,A86D2B
KE643,71BD73
EK654,8963D5
JL2016,850D8C
CZ6920,78102B
PS353,50839B
HU7829,780E2A
CX595,780132
FD314,880442
HU7965,780D64
IA206,728641
BC20,8681AB
CX542,780134
DP819,424368
G9465,896466
CZ3587,7804A8
NS3269,7809F5
VN129,88805B
QR290,06A152
XY144,42417D
PS779,5081EE
CZ3735,780773
AK563,750452
NH858,86EBFA
QR707,06A2B4
TK2411,4BA930
TK7006,4BCC2A
UA48,AA92F8
5X3,A2BE96
ZH9515,780250
CZ3981,781124
N4230,424271
6E356,800C70
IT305,89902B
CA4501,780DFD
9C8573,780F73
SL516,8832B0
VN513,8880E3
HX722,780A7A
NH308,86E4A6
CZ8690,781096
EK785,89607B
PR342,758403
Z29048,75853A
MF824,7802E5
CZ3988,78051A
TR188,76BCC5
TK7040,4BA8DA
GS6538,780E24
SQ807,76CD66
OZ118,71C018
KA636,780185
G9511,896365
AK5116,750466
6E581,80051A
EK59,89617A
QR116,06A0B8
IT288,899025
6E756,800649
JL579,86EF8C
CA8223,780CBC
MU5614,7805BB
HX241,780A54
LJ642,71BF34
UA892,A43100
HU7522,7812E6
KC223,48435B
TG916,88516B
W63275,471F82
3U8832,780CEB
PK709,7608EA
EK775,89630E
CX903,780AAB
NH827,86D5B6
6E274,80068E
TK2704,4BAB48
CA4387,78103D
FD654,880444
VN1236,8880C6
VJ149,8880EF
VZ135,885964
CZ3287,780431
IX890,8003F1
QW9775,780F7D
CI202,8991B4
PR427,758307
SV558,710122
N4124,424547
HD87,840593
G9303,8964D9
CX734,7801B0
AK279,750324
ER502,7609C4
JT110,8A0576
MU5726,780F6D
OD541,7503FB
HU7081,78097B
9W946,8001CE
AI265,800C07
PA270,5609AE
VJ5416,888156
CZ3787,7809E4
MU5120,7800F1
FU6611,781175
XY107,424793
VN303,88812C
TK458,4BB1C7
EK9961,4D012A
P3245,407082
MM906,86D251
VJ902,8880C2
CA404,78103A
UA197,AA7426
EU2777,781021
6E922,800C1B
JL326,861F00
FD3208,88044A
MU742,780B17
SV643,7100BA
9C8856,7802BA
ZM1030,6010AC
U21191,4B1A65
CZ6188,780592
MH762,750208
MU7131,780B2B
TG677,8852A3
SQ977,76CE96
TK7541,4BCC66
MU2595,78066C
EK235,89644C
BV5209,3006BF
NH1213,868B50
8Q13,4BBC81
S71145,4249E4
VN630,88809C
A3903,4692CF
3K765,76AA6B
