AK131,750441
JL12,86DD08
CZ3799,7808C5
9C8836,7812C5
FD509,880C42
9W355,800C80
PC3190,4BA74B
CA1765,7810B9
MM726,86D2B7
CA4532,7808A5
UT249,424905
FD3444,880449
G9181,896383
MB201,4BB467
6E599,8004B5
AK838,7500E4
CZ602,780BD9
CA1986,7808A8
SV265,7100B9
MF8491,780F0E
9W2369,8001D2
UK963,800BD1
IT241,899027
MF865,780E4B
CA453,780761
FD625,880856
ZE622,71C292
HX216,780A7A
KE648,71C027
TG649,885043
MI482,76CD93
3K762,76AA66
JW908,8406B0
TR101,76BCC9
SV3800,4BBC6C
LX257,4B187D
VJ915,888095
JL32,86D90E
BR191,899085
MU5289,780FED
TW278,71C067
FZ53,896379
PC3020,4BA749
CI904,8991A2
TG614,88516F
HU7874,780739
3U8885,780C2B
9W763,800B1B
QD676,70E04F
UA888,A1C7E4
HU7208,780738
UT536,4249DD
B7501,899047
FJ2370,C8806F
JI414,80046B
5J5055,7582E4
AY102,461F4E
3U8953,780CE9
MM455,86D2D9
HO1610,78009C
6E502,800B58
7G33,8417D6
IT237,899025
8L9706,78055E
TK737,4BA999
TK2630,4BA901
FD3399,880452
JD5178,780FA5
PC2743,4BB849
LJ232,71BD61
CI189,8990AF
NH812,861F3C
VN341,888099
ZH9805,780BED
VN1542,88812C
G8395,8007B6
HX658,780AC2
EK805,8960F8
CZ6357,7800A4
AY80,461F06
QR959,06A0A8
SV724,7100C3
UO870,780AB2
SV60,71011E
7C2001,71C090
VN117,8880AE
VJ185,888140
TR701,76BCCB
HD65,841A6C
SZ205,515309
DD7406,88104B
ZH9138,7BB129
BR8,899038
CA1315,78048C
3S623,3C4582
UA837,A2B501
MF8441,7802EB
AI604,800BF9
SV796,7100BD
I51452,800BE9
SV1511,7100A8
KL862,48436D
VZ940,885962
DD3211,881051
AI584,8004BD
MU7636,780DB7
FD762,880C46
CZ8341,780110
JT2621,8A02EF
KC672,484354
9W276,8006FA
ZO4047,736838
MU5462,7BB0B4
HY333,507C4D
8M336,704457
SV1471,71008E
VJ825,8880CD
OZ1075,71BF54
TG623,880045
PC2000,4BB846
CZ6981,78102C
FM9429,780F96
AK5104,7501FD
QR965,06A0B6
MH2715,750236
PR502,758403
RL7774,42459B
BR187,899054
SV562,7100BB
HU746,780D63
SQ619,76CE83
FZ717,896377
JH504,841024
XY5,424187
MU563,780C01
Y87508,7804A1
NH927,861F5E
AY74,461F49
RL8800,42459E
9W412,800C53
TK608,4BAAD6
CX503,78016F
VJ122,8880E9
CI526,8990AD
PG275,88420A
K4250,AA0559
9C8525,780CE1
NH1173,868428
JW913,8463B5
AA125,A9CB18
7C1902,71C261
MU2155,78045E
WY346,70C0C7
G9145,896382
EK222,89644F
KA820,780125
ZF1242,4243F8
CA460,78090D
6E769,800595
HO1267,780533
IR484,5081F1
OD184,750400
CZ6511,78091B
TK7113,4BCC2A
JD5517,78085C
AI671,80047B
PR8464,758368
TK381,4BAA06
NH796,85E27C
CZ3103,78070E
MU2019,780FC0
IB6888,345109
QR843,06A13D
UT498,4249C9
BA118,405BFD
Z238,758395
CA992,7808CC
CA4516,780703
NL729,7609AA
9C8672,780B57
DL7,AB4C1D
LH741,3C4AD8
IX194,800396
GK155,84B940
FD3237,88085A
9W653,80067C
3U8370,7805BA
6J76,86CF4D
TV9889,780F87
MU237,79A047
SU1284,424313
WE688,885315
A3901,4692D2
FM9164,7806A2
FD330,88044F
WY372,70C09E
LO152,48AE82
JL508,868DB8
GF155,89402D
OZ359,71BA48
2G9788,14F112
SN3294,44D076
FD1100,880847
KY8340,780BFD
MU5305,780B2B
SG479,800BDE
BC173,86803B
SC4969,780D5A
6E3492,800C16
EK409,89610D
ZH9383,780E0F
QS1222,49D368
8L821,78101E
KN5881,7803CD
MU552,780F3E
3U8866,780C27
JD5747,780EC5
TK793,4BAA86
AI440,8003C1
MU5108,78108A
BR165,899055
JL567,862D94
NH173,868E9E
CZ3116,780BA2
ER520,7609C4
ER540,7609C3
NH58,868688
FD3117,88044A
WY905,70C0F0
KC881,48433C
DL27,ABE56D
MI613,76B4E7
GA871,8A05AD
CZ3260,78036D
TV9815,7809D2
EU2218,780EF6
EK397,896109
CZ6152,780097
Z2354,758042
KE698,71BF27
NH775,861C10
G9556,896371
CZ6187,780C39
UA38,A2CB33
AK142,7503C8
SG473,800407
AC25,C02EC7
NH223,869188
CA4306,78026E
6J38,86CF6F
QR8951,06A140
TK2216,4BAAA7
NH1,869254
JL543,8518D0
CX163,780A36
UL314,77058A
JL909,86EF67
Y87581,780BDE
PR356,7583A8
PG711,8840F8
UK752,800C0C
LH1307,3C66B0
NS3527,781036
CZ3617,79A00D
6E827,800C11
TK899,4BAACB
UK970,800B23
MF8073,7812C1
CI7868,8990A1
E5314,0101CD
SC8726,780ED2
AF935,392F2E
AI282,8004D6
AK1758,75033B
9W433,8007C2
JL374,850E36
3U8882,780E54
TG103,885170
FM9505,780DF8
HU7075,780E96
IX685,8003B0
ZH9418,780CFE
MU9646,780C51
KE2708,71BD73
NH63,8686EE
FD376,88084C
MI771,76CC48
AZ809,4CA846
NH377,869278
6E782,800AF0
VJ273,88813D
VN582,88809B
6J70,86CEC5
AQ1039,7811A1
W5112,7335A5
BC713,868038
JD5524,780693
3U8873,78092F
KA950,7801C7
GS7966,7810C7
CZ6059,7802AB
G9542,896466
EY239,896255
TU6016,02A193
7C1602,71BF80
ZH9903,7808AD
HX670,780A9E
BA161,406D78
6E389,800BB7
CZ3061,780261
CI702,8991A9
AE1856,8990F6
UO619,780AC4
PC2797,4B9064
VN230,88812D
RJ841,740731
G8465,800C06
EK220,896115
SQ31,76CDAF
QR1397,06A0AD
JW873,846078
PC2061,4B8490
QS1287,49D369
EK819,896216
G8221,800701
PS722,5082C7
MU572,780D9E
CA1557,780CC0
9W542,8001CE
AC61,C01754
CA1313,781008
3U8541,7811E2
JL665,86EF8C
VN631,888052
NH1087,840FB0
CZ6415,781097
MU5473,780938
TK7270,4BCC50
8L9780,780E32
KA380,780A80
BI683,895079
TG628,880044
TG242,8850B5
VZ305,885961
NH464,86752C
AK1723,750333
KC972,484356
DR5306,7810CA
HU7508,780420
VZ401,885963
HU7142,78061A
CA1502,7808CB
KK1335,4B8684
TG618,88003F
ZH9691,78031A
6E186,8007CB
CZ3074,78046C
BR107,8990B2
TK783,4BAA50
9W406,8000FE
RU686,4240B6
SV968,4CC3EE
OM311,682643
CA1056,780BB6
KN5857,7802FB
NH853,86D288
ZF5228,424561
U62801,424562
SU5628,400160
PC8390,4B8E42
6E486,8007CF
TK771,4BAA74
NH576,867D00
KE317,71BE02
PR654,758308
CA4246,780867
NH232,86D572
6E823,800BDF
NH982,845DEE
PR213,758309
CA935,780B46
EK957,896114
SU1185,424596
5J793,7583A4
SB801,3A2644
DD4234,881050
TK115,4BA91A
9C8810,780C06
XY605,4241EB
LX189,4B1904
TK2220,4BAA65
EK35,8960DD
ZH9021,780D66
PR721,7583EC
GK627,8474F0
RU791,4240E6
U6727,4245A6
MU5681,79A035
Y87537,781092
EK415,8960E6
ZE882,71C053
TG551,880017
NH1750,861FA4
SJ2084,8A05B6
DL69,A1775F
HX253,78920F
G8802,800C68
MS901,0101BC
EK571,89610A
J219,600803
LH691,3C648A
Z2943,7583E4
EK27,89630D
FD3130,88045A
CZ387,7809E8
NH813,862226
CA1617,7805EE
I51568,800C83
ZH9442,780CFB
D7192,7500C8
6E196,800649
5J553,75829E
MU5732,780ADD
ZF5434,424989
OQ2329,780745
FM9197,780587
UT438,42460C
UA32,A2A3D2
MU5182,780300
Y97093,73306A
TG319,885154
LY611,738065
CX142,7801C9
8Q47,4BBDD3
3U8695,7805B9
PC2139,4B9067
XY613,495174
VJ217,8880EF
9W414,80046B
ZH9942,781283
CI157,8991B3
HO1012,780422
AI678,800414
EY229,89642A
KE130,71BE33
ZH9013,780BEE
HU7206,7811F3
AF272,3949E0
XY401,424156
JL610,8514F8
UJ511,01001A
CA4176,780800
SU1965,42437A
AI639,800411
SG21,800C2A
AI922,800BFA
HO1172,780D91
IK2436,42495B
UK855,800B71
CA1480,7804BD
6E375,8005DF
OZ304,71C018
EK337,89611C
ZH9842,780BF1
JL717,86DA1E
CZ6957,78130C
AK24,7503B2
TK7260,4BA8D0
NS3264,780F61
UO601,789206
BR852,89906B
KA640,780A7C
NH776,8675D8
LY29,7380AA
PK741,7609B3
QR233,06A091
MU545,78009D
ZE602,71C057
9W839,80015A
6E178,800719
MU5728,781213
SU1129,424333
VJ775,88813F
DD8307,881059
DV710,6831D3
KN5856,7805B2
JT810,8A03F8
FM854,780F85
SG422,80070F
SV380,710132
MF823,780B40
NH623,8678C0
NH177,86E800
XY122,424189
MU5836,780CD7
5X68,A2A84C
SG272,800BCD
EK17,8960F9
QR7,06A072
U62970,424617
CA1877,780E75
AM91,AD7633
RJ705,740822
ZH9952,7811A9
KE481,71C228
GK509,84B5AC
FM9538,780D93
CX254,780A8A
XQ9192,4BCCA5
TG202,88002E
6E321,800C6C
XY114,424149
LJ202,71BD59
CZ8408,7802F2
VN431,88805C
MU2206,780857
9W759,800505
MU2706,78064C
UA7,A75103
HU7439,7811F8
CA4124,780D82
MU5152,7804B2
AK127,750419
LH8386,3C70C3
ZH9502,780616
MF8025,780D5D
6E642,800B78
SL181,8832A8
SC1187,781173
G8245,8006F5
I5541,800BEA
8L9866,781050
SU5451,400166
SQ181,76CD87
TK97,4BA9CF
IX321,80044B
9W472,8007C3
VN502,88808B
9W735,800547
9W973,8001CD
PS778,5081E7
8L9623,780B00
3U8857,780B01
TK2043,4BA8F6
HU7606,78089F
MF8314,780E44
J9164,70620D
YK769,601100
SK984,45AC4D
IJ1052,840587
AK529,750324
UA803,A1AA10
FZ4359,896378
LX161,4B1903
NH217,86EAEA
JD5553,780598
VJ771,88814F
RS742,71C280
EK425,8960D9
KA803,780126
KE24,71C011
PC786,4B8E02
MM177,86CEDF
TK574,4BAAC9
G9151,8963BD
SG488,800B83
MU2532,781234
HX618,780A06
FM9172,7803E7
I51721,800B0A
CA412,780635
CZ8549,7800FE
UB20,7041C3
PC2080,4BB842
MU5341,780F47
FD557,880447
TK813,4BAA88
CI161,899021
FZ221,8962B8
CZ3097,780C75
DD8310,881054
CZ3524,780BA3
OZ352,71C060
G8272,8007F7
CA4172,78076F
LH719,3C6503
TK589,4BAB26
QR678,06A01F
HY605,507C3B
5J857,7582B4
IT201,899024
6E801,800B72
CN7170,7805A5
9W458,8007C1
9W397,800486
RJ735,740733
PC1674,4B8E19
I51576,800C1C
AK5113,750147
EK855,8963D5
MU5379,780C9F
TG561,880016
HU7816,780FFF
MI961,76B4E3
TK2826,4BA902
EK141,896196
N42402,424371
J29103,424382
Z27111,75847F
MU590,780F3B
CZ3436,780DF3
FZ157,8962BB
CA4162,780F1E
NU54,840D81
HU7148,78129F
SU5497,4240DC
PC2520,4BB84C
PS374,5082E6
RJ613,740735
SU6102,4248E4
HD20,8745FF
EY287,8961E8
PR2814,7583AB
SZ209,515313
UO707,780AB5
TW202,71C024
CZ6520,780BD6
VJ244,4B9902
6E345,800C01
SU221,4249FC
KE20,71C006
SV566,710088
NH376,868EE4
WY332,70C0F2
MF8426,780313
EK39,896479
TG664,88516D
AY1970,461FA1
LY357,738053
JL9,868340
TV6027,780DF4
SV1394,7100AF
5J704,758228
BK2701,780E3D
HX772,780AAE
CZ3560,7809FC
QG8828,8A04A8
FZ709,8962BD
VN512,8880DF
Y97136,508385
AI126,A00584
BI4627,895019
VN229,888022
SC4883,781119
JD5176,780EC6
6S502,424790
SL533,8832AF
JD5740,7804D7
KK131,4B84F3
HU7994,780443
MF8362,781117
CZ3733,780BCC
9W271,80072C
AI460,800521
KZ159,847517
MU2219,7807D4
SV1108,7100BC
TR119,76D257
HU496,780EF8
AA175,AAB812
MI751,76B4E2
6E918,800717
FZ836,89637B
BC517,8681BD
QR812,06A102
MS205,0100DC
6E212,800627
TW283,71C300
TG646,885225
EK945,89621B
TK809,4BAA0E
CZ3642,780293
LY319,7380AD
KE74,71C082
RJ643,740736
BR282,89904A
XY402,424199
6E398,8005F7
6E591,80064E
MU5616,780556
EK971,89617B
MU5292,7805EF
NH7,869144
N46601,424547
KL898,485345
SV1325,710082
KE826,71BF25
9C8636,7810FC
MH751,750229
CZ3443,781147
GK350,841EBC
SV841,7103D6
PR2522,7583AE
KE38,71C009
QR203,06A0C0
CA4329,780D8C
IX345,8003F0
VN1184,8880D5
BL528,88803B
GS7978,7810FB
3U8825,780E51
CZ3198,780BD0
6E627,8007DD
MU9612,79A036
MH6191,750264
PG702,884203
PC1931,4B8533
MF890,780BC7
CZ3054,79A06C
B28215,51008D
6S301,424791
6E256,800C0F
AI542,800415
CZ3204,781154
CZ3514,78009E
AI506,800BE7
KE764,71C223
KN5926,780F19
MI347,76B4ED
IZ771,738481
NH8477,86D9AE
QF127,7C531D
I5535,800B8C
JL2235,84BB0E
KC980,484490
NZ97,C820D2
ZH9874,7BB12B
PC2730,4BB848
IR725,732442
MU2902,78084E
MF8350,781208
QR305,06A02D
CZ6317,780AF0
UA896,A1DCB4
FD3161,880455
LH721,3C4B27
FM852,7800F3
EY140,896326
RJ651,740732
6E297,800C63
AK538,75006E
TK7210,4BA8CF
6E568,800C12
IO879,155BF4
MU5564,7805A3
UA827,AA8114
PR301,7583EB
EK109,8963D1
NH211,8694FA
MI516,76CD89
EY215,8963A9
BR105,8990CE
PC2411,4BB84B
EK161,8960D4
AI676,80057B
CA8972,78086B
RL8632,42459C
VN594,88808C
PR454,758340
G9337,8964DA
CX406,78018F
FD403,880450
XJ606,886285
SU1858,4249DC
QR295,06A09B
BR708,8990D0
NH65,86837C
FZ831,8962B7
EK348,8960DA
SU1138,4242EA
MU5817,781018
CI155,8990A2
OZ201,71BE34
B2738,510035
CZ3702,7805FB
XQ9084,4BCDDA
VJ767,8880C1
AE270,899051
6E5126,800716
5J565,7583E7
KE94,71C008
PA201,760481
MH2621,750215
7C1703,71C034
SC4915,7809A1
TK879,4BB1E6
KE82,71BE19
SU271,4242FC
SG192,800B82
FM9567,78045A
CZ6258,7803CC
Z21265,758528
CA4338,7810BC
6E965,800B3F
GF153,89402E
IK2715,4242D7
HU480,780EFA
SV703,710105
DL295,A96EE7
AY86,461F4D
MU722,7800F4
HU7190,780D65
JL515,8686B2
NX610,78041D
VN347,88809A
9C8988,780305
LY345,73806F
JL5,8682FC
UN381,C03C69
6E139,800596
VS251,406C3B
AI21,8005EB
SC4752,7812D6
SV1020,710080
MU2446,780852
NS3246,781169
CA4114,780092
6E6104,800466
QD930,70E053
UU888,3A2E22
9W303,80046C
JL587,86EF8B
VJ139,888137
CA4190,781159
EY441,8961E6
9C8883,780304
FD3104,880451
FD636,880C44
3U8365,7806CA
KA378,780186
KL462,48418A
PS716,5082C8
LY353,738051
AI889,8004D5
AK882,75043C
J2807,600851
CZ8465,7804C5
9C8554,7809AC
PC2575,4B8E01
EK73,89647D
MH2743,75027F
UA872,A21633
BR808,8990B3
UK766,800C0B
U6525,4242D0
HU7120,780D64
CA830,780B45
IR711,732542
EY150,8962E5
TK337,4BAA7A
PA877,761488
HU7279,7806E1
QF29,7C531F
TK7422,4BCC67
JL11,86DCE6
HX337,780A6C
QF61,7C5325
HD23,840593
SL708,88328F
CZ6504,781096
NH951,8477C8
MU5505,780D19
CA1406,780D2B
PC8201,4B8E13
AC7,C023BD
DV732,503C71
TK2453,4BA90D
AQ1098,780E8A
3K534,76AA61
KY8254,780E95
OD1007,750404
J2251,60084E
CZ6147,780B72
AC27,C0171A
SU1703,424948
MH390,75020B
TK2454,4BAA85
AT275,020027
JL741,8621EA
QR657,06A089
EK941,8963DB
PG272,8840F6
UT507,424106
9W389,80015D
CA4102,78096D
KA892,7801B1
G9440,896496
MH755,750206
JD5128,780B6E
FX10,AC45D5
EK600,89631B
9W407,8007C5
ZH9623,7802CF
NH848,86EEE4
UA150,A48DEA
B28131,51009B
LH715,3C6707
CZ3243,780887
3U8913,781077
MF8270,780663
G9125,89642D
CA1420,78027A
7G13,841B6A
OZ349,71C267
JL145,851C64
NH678,86D334
SM451,010194
MU5811,781019
R3763,4249B8
EK541,896177
6E236,800468
9W77,800721
FD5420,88084F
FZ847,896331
NH62,86D1DE
MU9707,780559
HD84,861AFE
HU7794,780BDF
GA866,8A044E
EK521,89631A
9W971,80015E
AK512,750450
KE36,71C275
CI5879,899113
SV1441,7100A7
AI865,800C43
9W585,800705
HU7366,78129D
SC8445,780D59
JD5772,78085B
SL806,88328C
ZH9701,78056C
UK830,800B4B
G9825,89633B
EK927,8960D0
CI5256,899102
SV946,4CC3EB
CZ3539,78030E
BC764,868042
KK1221,4B8788
AA153,AAF47D
PG241,88420E
Y87479,78072A
TK2613,4BA8E7
MF8614,7807A1
AK5642,7500DD
SU5437,4240DF
VJ947,88811C
6E443,8007E1
CX739,780A64
SQ878,76CE97
TK2405,4BA90B
UA903,AAC4ED
TW9325,71C030
MU5007,780B7D
PR526,75823D
BR131,89907A
OZ602,71BE40
PR597,758335
W5118,7335D8
UA881,AACC5B
KE509,71C077
SG705,8005D6
SU291,4243DD
CX7,780218
EK651,89630B
XT251,8A01BA
CZ8506,781120
MU591,78008B
6E748,503C72
NH254,86754E
AK526,750463
CZ3466,7804AA
MU5110,7809BF
MF8528,7809B5
EK147,89639A
AA281,AB4732
CX879,780A2C
CA4362,780101
KZ130,846A5B
MU521,780C04
CZ6080,780D41
MU7368,780855
QR571,06A0AE
MH788,75020D
6W2973,424577
TR656,76D032
BR181,89906E
CA9615,78000F
CX766,780A67
QR27,06A0BA
CI642,899000
CA1760,7800E0
FZ215,8963AF
OZ702,71BC28
OZ271,71BF75
EY333,89633A
JL314,868DFC
EY818,89613D
6E744,800465
CI731,8990AA
KA490,780A4D
ZH9402,780437
QR125,06A048
CA1806,780425
TG321,8850B3
CA1481,7805C5
7C1802,71C032
QR127,06A0A5
DD7512,881047
QR231,06A097
LY385,738055
QR615,06A08F
OZ151,71C257
WE684,885306
CX653,780AB7
KE54,71BE32
3U8870,780CEC
CZ3081,780918
IA221,72866B
B8356,46890E
QR293,06A029
SV3630,4BBC68
MU586,780F3D
J2701,600853
CZ3463,78007D
6E653,800B3E
KK109,4BCDD4
HX22,780A12
6E181,8007CE
6E75,800602
KA760,7801D4
FD3602,880845
KE18,71BE28
CA1047,78007E
CA167,78103B
SU1246,155BE9
5J5063,758323
WY226,70C0C3
AK264,750458
JL17,86D6AC
PA401,7609AF
6J90,86CF91
QR427,06A098
SV331,710093
HD78,846D0C
9C8876,780083
Z2885,75833E
WY236,70C0CB
QF97,7C5324
MU710,780C00
JL3107,85151A
HU7577,780B60
SC8796,780295
JL649,862DD8
JL554,86EF8A
JD5646,780E8F
NL721,7609A3
MF8275,7805C2
6E165,80068F
CZ6238,780488
XQ9128,4BCCBA
UA2576,A9D62E
7J646,0D0573
SU205,424949
SL510,883292
SU1642,424335
EK901,896113
MI435,76CD8D
CA4584,7BB0FE
9W9,800B15
Z92106,6831F9
TK827,4BAA6C
JQ25,7C6BC3
MU5491,78055C
CA1354,78115F
SV3615,4BBC67
EK583,896308
KA249,78017D
DP114,42436B
3K515,76AA65
TU6018,02A191
UK812,800BAF
JW103,841894
AI827,80057D
CI104,899018
JW910,841C28
VJ134,4B9848
BK2949,780D58
CA1253,7812DE
OQ2317,780B8A
HY635,400189
VN121,88808A
BR29,8990E0
MU2154,780669
SG57,4BD153
SU1602,4249B3
ZH9023,780C6C
UK786,800C3C
3U8639,780C2A
CA1506,7803F5
NH609,8464B0
QR629,06A078
CZ3458,780371
WY282,70C0A1
UO396,780A92
KE867,71BD40
UA35,A59601
CA1362,7808A9
CZ304,780B12
OD573,75041B
CZ6155,7807C1
EK787,896210
EY681,89625A
MH787,750220
VN661,8880A1
Z92000,683221
CA1948,780C46
KE72,71C085
CZ8624,780F14
9C8534,780DC8
QR840,06A1BB
MF8152,7806A7
MU5735,780606
MF8402,781112
TK72,4BA955
FD3091,88084A
3K818,76AA70
TK145,4BAA92
HX68,789210
VN231,8880B5
EY645,896397
GS6574,780DA6
TK7390,4BCC5A
BA6,40621D
6E3834,800C75
CI862,8990A8
W561,7335A9
GA860,8A026C
PC3161,4BA74A
9W10,800720
AI430,800733
CA1404,780FB3
MU5702,7812F6
BC765,8681B9
UK882,800C64
CZ624,780D0F
KC932,4844A0
AI543,800589
BL211,888045
CA1530,780FDF
S73299,424131
XY501,4241EA
FD244,880448
6E464,80071B
IB3321,3430C4
HY12,507C42
BI872,895051
DL38,ABC651
FM833,780D2E
GK506,846DC8
JL43,8682DA
SU213,4243DF
CI834,8991A3
EK1,896191
RJ6850,740729
VN319,888098
9W211,800B1F
NH742,845DAA
AI866,80047A
SL8031,883029
FM9359,7BB085
6E6361,800628
CZ6515,78111F
DL589,A0F51E
A4201,155BF8
EY403,896327
CZ6391,7800F7
EY19,896461
AF382,3965A3
NX5,780EC3
EK15,896183
LJ602,71BF50
CX582,7801B7
EY301,89643F
MF837,7810B3
CA832,780E77
SG611,8006FC
NH572,863C44
NH706,8638B0
ZH9912,780B1C
JL555,862D50
NA22,010140
SC4735,78006C
AI307,80073B
BY375,400757
TR896,76BD41
ZH9602,780787
W64545,471F58
OQ2383,780572
MI936,76B4EB
ZH9844,780786
GT1031,780539
9W736,80043D
OZ171,71BF94
QR39,06A147
BC717,8681B2
SU1301,155C12
GK106,846A34
HX80,780A31
HD133,845EBC
WE427,88530D
AC3,C0103A
AA61,AA7BA7
AF1061,3991E7
JL157,84B77A
6E202,8006E1
PC2082,4B906A
BL162,888148
CA4317,780DFB
MU2828,780E3E
MI606,76B4EF
HO1180,780F35
ZH9102,78050E
3U8759,780CEE
CA937,780DFE
MM905,86D22F
EK312,8960DE
TK799,4BA9AA
CZ3453,78062A
TK6518,4BA890
EY278,89629C
3U8878,780CED
EY91,896429
GS7469,780BC2
CZ3678,781031
HO1268,780D90
MF8032,7808D2
G9522,896400
BR272,8990DC
AE1817,8991A6
SV1023,71012F
OD521,7503DA
NH636,86960C
AI143,800B63
VN236,8880E7
PG947,8840F7
JL816,86D668
PK368,760995
DD7407,88104B
SU6369,4242C6
AF116,394A00
DL95,ABC29A
AI406,800440
PC1933,4B8E0B
9C8509,78080D
EY641,896346
QR17,06A0B2
CA1215,7803F4
EK55,8963F3
PC2402,4BB84A
EK157,896217
ZH9214,780B8E
S71025,424420
CZ3086,780CCC
QS1241,49D327
CZ6754,780DB0
AF188,394A02
FD177,880854
MU5809,780BAB
TK690,4BAA72
LY2651,738060
MH2614,7503AB
DP506,4243F1
HX707,780A9F
9U173,504D51
6E943,800603
ZH9711,780F74
CZ320,7807C0
WY276,70C0BF
ZH9972,7809D7
7C1105,71C020
AZ857,4CA87D
LY337,738057
6E1404,800B13
BT772,502CC6
TK7136,4BA8E6
JL860,861BB0
6E346,800BB5
NX2,780D4A
MU2263,780457
QR3,06A145
9H8397,7BB12F
HO1122,7805E8
CA1377,78115E
G9734,89638E
CX495,780A57
6E6936,800C70
MF8424,781111
BR830,8990B1
KE828,71C025
SQ891,76CE2C
3U8358,780E50
BK2963,781181
QR777,06A104
7C1384,71C049
EY408,89612B
KC852,484355
TK784,4BA9DA
WY818,70C0F6
JL630,850DAE
TK960,4BAA44
5J860,758088
VJ731,888096
9C8777,780EDE
WY337,70C0C1
MU2215,780C02
KE604,71BF14
AI815,800C44
KE824,71C249
FZ571,8962BA
HU7131,7812A0
BR869,899048
MU2546,781043
HU7709,7800E8
BR709,899052
TG476,88003A
MF8020,780BC8
PK203,760996
JD5394,781298
3U8831,781079
SV1022,710055
6E548,80054D
NX885,78033F
KE278,71C005
BC12,8681AD
SM995,0101BF
Z2480,758224
CZ698,7802EF
DP835,4243E9
KY8205,780966
SV1256,710091
MF850,7810A3
EY51,8962E2
AI505,800C08
TK378,4BAAC4
QR29,06A0B9
WY242,70C0F7
TK797,4BAACD
SV1230,7100B1
CA1352,7803F6
EK87,8960F6
ZE623,71C029
LY381,738052
SC1179,780BE9
EK621,89621A
9W2491,800555
SC4693,78067C
KE692,71BE43
CZ6405,7805AB
G9518,89634A
5J951,758226
HX69,780AC7
IT211,89902D
CA461,780ACE
SU506,424258
CA4186,7807CB
SG623,8003AD
XY201,42414D
KC111,484128
FZ55,8964D2
SM415,0100E5
QR601,06A02E
TV9865,780BE0
D7507,7503E2
BR197,8990C7
NH67,8686CC
ZH9579,7811AB
CA1752,78064A
HY712,507C46
QR8438,06A1E6
CX367,780127
CZ6624,780508
CX930,789204
EK398,8963DA
HX237,780A5D
FD3201,880852
EY981,8962E7
PK301,76099A
3U8900,780C28
NH327,8687BC
SU501,4242B4
MF833,781209
TR979,76D241
SL707,8832B5
CI6843,899100
QR444,06A1DF
HU7332,780DCF
CA109,78063A
HD120,8470A0
SV1021,710060
CX837,780A2A
PG805,8840EE
HU7521,7805A8
AK856,75027E
PR101,75831C
9W18,800556
MH741,750208
CZ3690,78074B
WY672,70C0C4
QR1347,06A152
TW212,71C070
TK2642,4BA904
E3736,0C602D
CA9502,780BFA
OZ101,71BE41
AI452,8003E5
KA436,78012D
G8319,800C61
CZ3278,780519
UO3898,780AB4
HU7978,780CB5
EK225,89639C
JL65,86D996
TG601,880050
9W701,8001D1
CI261,8991A5
EK49,896180
DY7202,407417
SV1290,710092
G9951,896434
3U8318,780B87
CA928,780AD2
HD66,841A6C
SU2136,4242C2
AK583,750140
QR482,06A0DC
S7261,4249E4
NX162,7811D8
6E223,800BA7
MI631,76B4E4
CI7916,8990AE
JL2503,850E58
JL958,850E14
SU1158,424301
0B5131,4A09A3
QR57,06A0E1
LY393,738050
CX433,780A0C
VN530,8880E6
BI422,895055
ZH9045,780E12
PR2838,758081
8Q11,4BBC53
DL167,A0F815
KE808,71BF82
EY650,8963AA
QR611,06A07C
HO1056,7806A5
ME217,500058
FZ903,8963B6
FD571,880848
KA383,780239
SU261,424567
5J989,7582B3
6E608,800B12
AI214,8004FE
WE576,885305
9C8749,780CE3
WY253,70C0E1
CA1671,780E78
FZ745,8963B4
ZH9293,78046E
KA901,7801B9
OD222,7502DB
LY2371,738061
CX332,7801CB
KN5959,780FFB
VN1203,8880C0
CA4112,798035
LJ82,71BF34
BA80,406F78
NH1182,86DA5C
LJ238,71C014
MF8069,780259
CA4006,780067
CZ6329,780768
NH666,86789E
ZH9488,780319
FZ856,8962BF
JL321,868DDA
CZ6760,79A06F
HX248,780A6A
CZ358,78062E
AK42,750105
6E533,8007C9
WW699,4CC500
MU2678,78078B
CI134,8991B1
SQ912,76CE4D
JQ11,7C6BBC
SV1103,7100BA
RX786,70204D
B3706,680006
JL69,86D930
5J537,7583B7
FB574,451E8D
KK127,4B8682
PC2002,4B8E0C
CZ3134,780C38
IA125,728672
SU1636,42458F
S24662,8001E6
MU5705,78119C
I51983,800C57
MU5393,780F44
QR133,06A09A
S73327,4249E3
OZ370,71C259
EK151,896484
6E3175,800C15
9W331,8007F2
CX750,780A63
9W434,8007C2
AK1502,7503EC
HD24,8404F4
CZ3636,780917
ZH9902,780476
QR33,06A0AA
S24182,80048A
MI423,76B443
MU768,7808E7
TK7060,4BCC53
OZ231,71BF56
UA851,AAD012
NH183,86EE7E
6E317,80051B
CZ8271,780085
AK168,75002A
FZ918,8963B5
CZ3622,7804A8
MU2368,7809BE
VN414,88809D
EY29,896133
SC1170,780DEB
QR53,06A026
JL874,851142
KE2,71BD87
KE704,71C274
CA1415,780005
HU7182,78097A
MU569,78028E
JW825,846B34
SV311,710122
NH64,8686AA
BR130,89904D
AI551,800B62
JD5588,7806F7
CZ3010,7803B0
CA1485,780BFB
ZH9862,78050C
SV890,7100B8
JD495,78058C
OD633,7502D8
QR1351,06A096
TK7114,4BCC29
9C8609,78121E
ZH9713,78056B
